연대,단어,품사,언어,빈도수
2010s,잿빛,ko_nouns,ko,1
2010s,자라,ko_nouns,ko,2
2010s,뿔,ko_nouns,ko,2
2010s,비행운,ko_nouns,ko,3
2010s,자국,ko_nouns,ko,3
2010s,울적,ko_nouns,ko,1
2010s,비행사,ko_nouns,ko,1
2010s,실제,ko_nouns,ko,2
2010s,인스타그램,ko_nouns,ko,7
2010s,정보화,ko_nouns,ko,1
2010s,네모,ko_nouns,ko,4
2010s,뚜루뚜,ko_nouns,ko,2
2010s,피드,ko_nouns,ko,1
2010s,덤,ko_nouns,ko,1
2010s,쉽겐,ko_nouns,ko,3
2010s,강,ko_nouns,ko,1
2010s,서고,ko_nouns,ko,1
2010s,쯔위,ko_nouns,ko,1
2010s,쪽지,ko_nouns,ko,1
2010s,밤밤,ko_nouns,ko,2
2010s,키도,ko_nouns,ko,1
2010s,작고,ko_nouns,ko,1
2010s,졸업식,ko_nouns,ko,1
2010s,솔직,ko_nouns,ko,3
2010s,숫기,ko_nouns,ko,1
2010s,위도,ko_nouns,ko,1
2010s,왼,ko_nouns,ko,1
2010s,우도,ko_nouns,ko,1
2010s,파래,ko_nouns,ko,1
2010s,돌고래,ko_nouns,ko,1
2010s,쿠션,ko_nouns,ko,1
2010s,상품,ko_nouns,ko,1
2010s,시원,ko_nouns,ko,1
2010s,추진,ko_nouns,ko,1
2010s,슝,ko_nouns,ko,1
2010s,비행,ko_nouns,ko,9
2010s,만물,ko_nouns,ko,1
2010s,추추,ko_nouns,ko,1
2010s,본래,ko_nouns,ko,1
2010s,동선,ko_nouns,ko,2
2010s,짊,ko_nouns,ko,1
2010s,고요,ko_nouns,ko,1
2010s,추,ko_nouns,ko,1
2010s,흐트러져,ko_nouns,ko,1
2010s,도망,ko_nouns,ko,1
2010s,보랏빛,ko_nouns,ko,1
2010s,갑작스레,ko_nouns,ko,1
2010s,웃음소리,ko_nouns,ko,1
2010s,티끌,ko_nouns,ko,3
2010s,아기자기,ko_nouns,ko,1
2010s,호들갑,ko_nouns,ko,2
2010s,침범,ko_nouns,ko,6
2010s,거니,ko_nouns,ko,1
2010s,위성,ko_nouns,ko,1
2010s,움띠,ko_nouns,ko,6
2010s,띠,ko_nouns,ko,8
2010s,권리,ko_nouns,ko,1
2010s,휙,ko_nouns,ko,1
2010s,악역,ko_nouns,ko,3
2010s,타나,ko_nouns,ko,20
2010s,던데,ko_nouns,ko,2
2010s,건아,ko_nouns,ko,2
2010s,닌지,ko_nouns,ko,2
2010s,탑,ko_nouns,ko,2
2010s,곡해,ko_nouns,ko,1
2010s,특유,ko_nouns,ko,2
2010s,억양,ko_nouns,ko,2
2010s,시야,ko_nouns,ko,3
2010s,흐릿,ko_nouns,ko,3
2010s,폐허,ko_nouns,ko,1
2010s,펜스,ko_nouns,ko,1
2010s,유적지,ko_nouns,ko,1
2010s,일어나지,ko_nouns,ko,3
2010s,이음,ko_nouns,ko,1
2010s,피사,ko_nouns,ko,1
2010s,사탑,ko_nouns,ko,1
2010s,슛,ko_nouns,ko,1
2010s,퓨,ko_nouns,ko,1
2010s,속지,ko_nouns,ko,1
2010s,아이스,ko_nouns,ko,3
2010s,에어플레인,ko_nouns,ko,5
2010s,예이예,ko_nouns,ko,15
2010s,천재,ko_nouns,ko,1
2010s,파워,ko_nouns,ko,1
2010s,즉흥,ko_nouns,ko,1
2010s,레벨,ko_nouns,ko,1
2010s,엔진,ko_nouns,ko,1
2010s,라운드,ko_nouns,ko,1
2010s,배웅,ko_nouns,ko,1
2010s,모래성,ko_nouns,ko,3
2010s,부린다,ko_nouns,ko,1
2010s,맘마,ko_nouns,ko,2
2010s,자도,ko_nouns,ko,2
2010s,지각,ko_nouns,ko,2
2010s,훕,ko_nouns,ko,2
2010s,지퍼,ko_nouns,ko,1
2010s,척해,ko_nouns,ko,1
2010s,슬프냬,ko_nouns,ko,1
2010s,조조,ko_nouns,ko,1
2010s,고고씽,ko_nouns,ko,2
2010s,로또,ko_nouns,ko,1
2010s,앰뷸런스,ko_nouns,ko,1
2010s,영접,ko_nouns,ko,1
2010s,주일,ko_nouns,ko,1
2010s,파스타,ko_nouns,ko,1
2010s,원함,ko_nouns,ko,1
2010s,수업,ko_nouns,ko,1
2010s,픽픽픽,ko_nouns,ko,1
2010s,여사,ko_nouns,ko,1
2010s,올인,ko_nouns,ko,1
2010s,휴대폰,ko_nouns,ko,1
2010s,헛웃음,ko_nouns,ko,1
2010s,식이,ko_nouns,ko,2
2010s,외치,ko_nouns,ko,1
2010s,바코드,ko_nouns,ko,5
2010s,찍,ko_nouns,ko,2
2010s,흰색,ko_nouns,ko,1
2010s,불행,ko_nouns,ko,1
2010s,삑,ko_nouns,ko,30
2010s,영수증,ko_nouns,ko,12
2010s,지평선,ko_nouns,ko,1
2010s,오케스트라,ko_nouns,ko,1
2010s,마에스트로,ko_nouns,ko,1
2010s,세례명,ko_nouns,ko,1
2010s,등진,ko_nouns,ko,1
2010s,이맘,ko_nouns,ko,1
2010s,정신과,ko_nouns,ko,1
2010s,등골,ko_nouns,ko,1
2010s,사일,ko_nouns,ko,1
2010s,그으,ko_nouns,ko,1
2010s,마름모,ko_nouns,ko,1
2010s,방향,ko_nouns,ko,1
2010s,도움,ko_nouns,ko,2
2010s,외부,ko_nouns,ko,1
2010s,내부,ko_nouns,ko,1
2010s,의도,ko_nouns,ko,1
2010s,지화,ko_nouns,ko,7
2010s,오우삼,ko_nouns,ko,2
2010s,슈퍼히어로,ko_nouns,ko,2
2010s,복판,ko_nouns,ko,1
2010s,열매,ko_nouns,ko,1
2010s,이부자리,ko_nouns,ko,1
2010s,형체,ko_nouns,ko,1
2010s,테두리,ko_nouns,ko,1
2010s,소울메이트,ko_nouns,ko,3
2010s,반주,ko_nouns,ko,1
2010s,말풍선,ko_nouns,ko,2
2010s,티격태격할,ko_nouns,ko,1
2010s,피지,ko_nouns,ko,1
2010s,분파,ko_nouns,ko,1
2010s,쿵푸,ko_nouns,ko,1
2010s,돌진,ko_nouns,ko,1
2010s,롤링,ko_nouns,ko,1
2010s,블랑카,ko_nouns,ko,1
2010s,정글짐,ko_nouns,ko,3
2010s,빙글뱅글,ko_nouns,ko,14
2010s,딩동댕동,ko_nouns,ko,1
2010s,오니,ko_nouns,ko,1
2010s,꿍,ko_nouns,ko,7
2010s,북도,ko_nouns,ko,1
2010s,당황,ko_nouns,ko,1
2010s,구성,ko_nouns,ko,1
2010s,자네,ko_nouns,ko,2
2010s,품품,ko_nouns,ko,1
2010s,용포,ko_nouns,ko,1
2010s,진양,ko_nouns,ko,1
2010s,중모리,ko_nouns,ko,1
2010s,중중모리,ko_nouns,ko,1
2010s,엇모리,ko_nouns,ko,1
2010s,자진모리,ko_nouns,ko,1
2010s,휘모리,ko_nouns,ko,1
2010s,판도,ko_nouns,ko,1
2010s,굿거리,ko_nouns,ko,1
2010s,고수,ko_nouns,ko,1
2010s,연서,ko_nouns,ko,1
2010s,파란색,ko_nouns,ko,2
2010s,펜션,ko_nouns,ko,2
2010s,옥상,ko_nouns,ko,6
2010s,코쿤,ko_nouns,ko,2
2010s,팔로,ko_nouns,ko,2
2010s,불리,ko_nouns,ko,3
2010s,체인,ko_nouns,ko,3
2010s,덧셈,ko_nouns,ko,2
2010s,치장,ko_nouns,ko,2
2010s,점화,ko_nouns,ko,2
2010s,천진난만,ko_nouns,ko,2
2010s,여보,ko_nouns,ko,2
2010s,알통,ko_nouns,ko,1
2010s,갑빠,ko_nouns,ko,1
2010s,하늘높이,ko_nouns,ko,1
2010s,무릎팍,ko_nouns,ko,1
2010s,적의,ko_nouns,ko,1
2010s,가당,ko_nouns,ko,1
2010s,방탄,ko_nouns,ko,6
2010s,꼰대,ko_nouns,ko,2
2010s,단팥빵,ko_nouns,ko,1
2010s,손깍지,ko_nouns,ko,1
2010s,편안함,ko_nouns,ko,1
2010s,살가죽,ko_nouns,ko,1
2010s,홍채,ko_nouns,ko,1
2010s,말버릇,ko_nouns,ko,1
2010s,움트,ko_nouns,ko,2
2010s,배일,ko_nouns,ko,3
2010s,만들기,ko_nouns,ko,3
2010s,희망고문,ko_nouns,ko,1
2010s,구찌,ko_nouns,ko,3
2010s,루이,ko_nouns,ko,4
2010s,휠라,ko_nouns,ko,3
2010s,슈프림,ko_nouns,ko,3
2010s,쇼핑,ko_nouns,ko,4
2010s,시샘,ko_nouns,ko,3
2010s,핫핑크,ko_nouns,ko,1
2010s,블랙,ko_nouns,ko,1
2010s,탈영병,ko_nouns,ko,1
2010s,정신병,ko_nouns,ko,1
2010s,노창,ko_nouns,ko,1
2010s,커피숍,ko_nouns,ko,1
2010s,모씨,ko_nouns,ko,1
2010s,기모찌,ko_nouns,ko,1
2010s,구치소,ko_nouns,ko,1
2010s,찌,ko_nouns,ko,1
2010s,꼬붕,ko_nouns,ko,1
2010s,패션,ko_nouns,ko,1
2010s,킫,ko_nouns,ko,1
2010s,텐진,ko_nouns,ko,2
2010s,도쿄,ko_nouns,ko,1
2010s,오사카,ko_nouns,ko,1
2010s,에어팟,ko_nouns,ko,1
2010s,보장,ko_nouns,ko,1
2010s,솔,ko_nouns,ko,1
2010s,주륵,ko_nouns,ko,1
2010s,전국구,ko_nouns,ko,1
2010s,억이,ko_nouns,ko,1
2010s,크리스마스,ko_nouns,ko,1
2010s,단위,ko_nouns,ko,1
2010s,시나리오,ko_nouns,ko,2
2010s,위아래,ko_nouns,ko,2
2010s,이기심,ko_nouns,ko,2
2010s,골,ko_nouns,ko,2
2010s,보태,ko_nouns,ko,2
2010s,장소,ko_nouns,ko,1
2010s,질서,ko_nouns,ko,1
2010s,이카루스,ko_nouns,ko,1
2010s,셰익스피어,ko_nouns,ko,1
2010s,연극,ko_nouns,ko,1
2010s,스윽,ko_nouns,ko,1
2010s,미움,ko_nouns,ko,1
2010s,듬뿍,ko_nouns,ko,1
2010s,번홀,ko_nouns,ko,2
2010s,개도,ko_nouns,ko,6
2010s,걸터,ko_nouns,ko,4
2010s,별자리,ko_nouns,ko,1
2010s,여러가지,ko_nouns,ko,1
2010s,가성,ko_nouns,ko,1
2010s,마이크,ko_nouns,ko,2
2010s,노래방,ko_nouns,ko,6
2010s,볼걸,ko_nouns,ko,1
2010s,흥얼,ko_nouns,ko,3
2010s,거렸,ko_nouns,ko,3
2010s,이치,ko_nouns,ko,1
2010s,렇,ko_nouns,ko,1
2010s,준뒤,ko_nouns,ko,1
2010s,술집,ko_nouns,ko,1
2010s,김치찌개,ko_nouns,ko,1
2010s,을해,ko_nouns,ko,1
2010s,연일,ko_nouns,ko,1
2010s,신용재,ko_nouns,ko,2
2010s,적막,ko_nouns,ko,1
2010s,마등,ko_nouns,ko,1
2010s,산들바람,ko_nouns,ko,1
2010s,사월,ko_nouns,ko,2
2010s,이율,ko_nouns,ko,1
2010s,잠수함,ko_nouns,ko,1
2010s,꽁초,ko_nouns,ko,1
2010s,휜,ko_nouns,ko,1
2010s,뚜껑,ko_nouns,ko,1
2010s,감상,ko_nouns,ko,1
2010s,초록빛,ko_nouns,ko,2
2010s,신호등,ko_nouns,ko,2
2010s,밝기,ko_nouns,ko,2
2010s,런가,ko_nouns,ko,3
2010s,간질,ko_nouns,ko,3
2010s,심청,ko_nouns,ko,5
2010s,귀퉁이,ko_nouns,ko,1
2010s,때때론,ko_nouns,ko,1
2010s,탄생,ko_nouns,ko,2
2010s,수명,ko_nouns,ko,1
2010s,안위,ko_nouns,ko,1
2010s,개런티,ko_nouns,ko,1
2010s,내년,ko_nouns,ko,3
2010s,복면,ko_nouns,ko,3
2010s,물리,ko_nouns,ko,3
2010s,한여름,ko_nouns,ko,5
2010s,불도저,ko_nouns,ko,3
2010s,띵곡,ko_nouns,ko,5
2010s,넬,ko_nouns,ko,4
2010s,수험생,ko_nouns,ko,1
2010s,빔,ko_nouns,ko,3
2010s,힙스터,ko_nouns,ko,1
2010s,닌,ko_nouns,ko,1
2010s,오션,ko_nouns,ko,1
2010s,재키,ko_nouns,ko,1
2010s,요한,ko_nouns,ko,1
2010s,눈알,ko_nouns,ko,1
2010s,민폐,ko_nouns,ko,1
2010s,딩고,ko_nouns,ko,2
2010s,지폐,ko_nouns,ko,1
2010s,몰리,ko_nouns,ko,1
2010s,내리막,ko_nouns,ko,1
2010s,마취,ko_nouns,ko,1
2010s,에취,ko_nouns,ko,1
2010s,천재노창,ko_nouns,ko,1
2010s,복귀,ko_nouns,ko,1
2010s,매출,ko_nouns,ko,1
2010s,갱신,ko_nouns,ko,1
2010s,힙합씬,ko_nouns,ko,1
2010s,희귀,ko_nouns,ko,1
2010s,락스타,ko_nouns,ko,1
2010s,극상,ko_nouns,ko,1
2010s,초고,ko_nouns,ko,1
2010s,평일,ko_nouns,ko,1
2010s,노예,ko_nouns,ko,1
2010s,위태론,ko_nouns,ko,1
2010s,마르다,ko_nouns,ko,1
2010s,오후,ko_nouns,ko,1
2010s,주어,ko_nouns,ko,2
2010s,모래사장,ko_nouns,ko,2
2010s,울렁,ko_nouns,ko,2
2010s,초기,ko_nouns,ko,1
2010s,탈바꿈,ko_nouns,ko,1
2010s,꽃길,ko_nouns,ko,1
2010s,밭길,ko_nouns,ko,1
2010s,헛것,ko_nouns,ko,1
2010s,필름,ko_nouns,ko,1
2010s,집안,ko_nouns,ko,1
2010s,주정,ko_nouns,ko,2
2010s,화이,ko_nouns,ko,1
2010s,디스토피아,ko_nouns,ko,1
2010s,유토피아,ko_nouns,ko,1
2010s,아낙네,ko_nouns,ko,5
2010s,파랑새,ko_nouns,ko,2
2010s,꾀꼬리,ko_nouns,ko,6
2010s,제비,ko_nouns,ko,1
2010s,뽑기,ko_nouns,ko,1
2010s,꾸리,ko_nouns,ko,1
2010s,코브라,ko_nouns,ko,1
2010s,츄잉껌,ko_nouns,ko,1
2010s,튀어,ko_nouns,ko,2
2010s,틔어,ko_nouns,ko,1
2010s,충성,ko_nouns,ko,1
2010s,랄,ko_nouns,ko,1
2010s,과부,ko_nouns,ko,1
2010s,퍼퓸,ko_nouns,ko,1
2010s,걸론,ko_nouns,ko,2
2010s,조물주,ko_nouns,ko,1
2010s,마스터피스,ko_nouns,ko,1
2010s,마젤란,ko_nouns,ko,1
2010s,일일이,ko_nouns,ko,1
2010s,백만,ko_nouns,ko,3
2010s,컬러,ko_nouns,ko,1
2010s,제곱,ko_nouns,ko,1
2010s,스릴러,ko_nouns,ko,1
2010s,일루,ko_nouns,ko,48
2010s,붐,ko_nouns,ko,1
2010s,타다둥,ko_nouns,ko,1
2010s,어우,ko_nouns,ko,1
2010s,사체,ko_nouns,ko,1
2010s,음소거,ko_nouns,ko,1
2010s,가타,ko_nouns,ko,1
2010s,부타,ko_nouns,ko,1
2010s,자기애,ko_nouns,ko,1
2010s,부쩍,ko_nouns,ko,1
2010s,괜스레,ko_nouns,ko,2
2010s,여요,ko_nouns,ko,1
2010s,채비,ko_nouns,ko,1
2010s,캐리,ko_nouns,ko,1
2010s,케미,ko_nouns,ko,1
2010s,창피해,ko_nouns,ko,1
2010s,길마,ko_nouns,ko,1
2010s,런웨이,ko_nouns,ko,1
2010s,들러리,ko_nouns,ko,1
2010s,개츠비,ko_nouns,ko,1
2010s,사전,ko_nouns,ko,1
2010s,무색,ko_nouns,ko,1
2010s,어쩌냐,ko_nouns,ko,1
2010s,이오,ko_nouns,ko,1
2010s,오신,ko_nouns,ko,1
2010s,인물,ko_nouns,ko,1
2010s,우주비행,ko_nouns,ko,2
2010s,수기,ko_nouns,ko,1
2010s,정수기,ko_nouns,ko,1
2010s,변성,ko_nouns,ko,1
2010s,기여,ko_nouns,ko,1
2010s,골절,ko_nouns,ko,1
2010s,팔찌,ko_nouns,ko,1
2010s,버니,ko_nouns,ko,1
2010s,매니지먼트,ko_nouns,ko,1
2010s,리틸,ko_nouns,ko,1
2010s,힐,ko_nouns,ko,1
2010s,서귀포,ko_nouns,ko,1
2010s,컨뒤,ko_nouns,ko,1
2010s,해석,ko_nouns,ko,2
2010s,개앀,ko_nouns,ko,1
2010s,사회생활,ko_nouns,ko,1
2010s,탈주,ko_nouns,ko,2
2010s,닌자,ko_nouns,ko,2
2010s,클랜,ko_nouns,ko,1
2010s,석권,ko_nouns,ko,1
2010s,비율,ko_nouns,ko,1
2010s,판때기,ko_nouns,ko,1
2010s,데마,ko_nouns,ko,1
2010s,금보,ko_nouns,ko,1
2010s,스뎅,ko_nouns,ko,1
2010s,노엘,ko_nouns,ko,4
2010s,예산,ko_nouns,ko,1
2010s,놈팽,ko_nouns,ko,1
2010s,족보,ko_nouns,ko,1
2010s,짬밥,ko_nouns,ko,1
2010s,업보,ko_nouns,ko,1
2010s,겸상,ko_nouns,ko,1
2010s,댐벼,ko_nouns,ko,1
2010s,선포,ko_nouns,ko,1
2010s,국회,ko_nouns,ko,3
2010s,가업,ko_nouns,ko,1
2010s,껀데,ko_nouns,ko,1
2010s,퇴치,ko_nouns,ko,1
2010s,공범,ko_nouns,ko,1
2010s,아가리,ko_nouns,ko,1
2010s,롤렉스,ko_nouns,ko,1
2010s,파란만장,ko_nouns,ko,1
2010s,비프,ko_nouns,ko,1
2010s,변호,ko_nouns,ko,1
2010s,사비,ko_nouns,ko,1
2010s,이삼천,ko_nouns,ko,1
2010s,쌩,ko_nouns,ko,1
2010s,직원,ko_nouns,ko,1
2010s,얘넨,ko_nouns,ko,1
2010s,레슬링,ko_nouns,ko,1
2010s,아멘,ko_nouns,ko,1
2010s,얜,ko_nouns,ko,1
2010s,트로피,ko_nouns,ko,2
2010s,금빛,ko_nouns,ko,1
2010s,위함,ko_nouns,ko,1
2010s,여정,ko_nouns,ko,1
2010s,아우성,ko_nouns,ko,1
2010s,뻐,ko_nouns,ko,1
2010s,우회,ko_nouns,ko,2
2010s,좌회전,ko_nouns,ko,2
2010s,고스트,ko_nouns,ko,1
2010s,레잍,ko_nouns,ko,1
2010s,분안,ko_nouns,ko,1
2010s,앳된,ko_nouns,ko,1
2010s,근황,ko_nouns,ko,1
2010s,비치,ko_nouns,ko,1
2010s,실오라기,ko_nouns,ko,1
2010s,쫑,ko_nouns,ko,1
2010s,내자,ko_nouns,ko,1
2010s,이모티콘,ko_nouns,ko,1
2010s,이지,ko_nouns,ko,1
2010s,엄지손가락,ko_nouns,ko,3
2010s,업데이트,ko_nouns,ko,1
2010s,지은이,ko_nouns,ko,1
2010s,클라이맥스,ko_nouns,ko,1
2010s,은유,ko_nouns,ko,1
2010s,띄어쓰기,ko_nouns,ko,1
2010s,만송,ko_nouns,ko,1
2010s,미끼,ko_nouns,ko,1
2010s,트로트,ko_nouns,ko,1
2010s,폭죽,ko_nouns,ko,6
2010s,트릴,ko_nouns,ko,6
2010s,존대,ko_nouns,ko,1
2010s,얌마,ko_nouns,ko,1
2010s,불도,ko_nouns,ko,1
2010s,낄끼빠빠,ko_nouns,ko,1
2010s,콤달콤,ko_nouns,ko,1
2010s,낙,ko_nouns,ko,1
2010s,낙원,ko_nouns,ko,1
2010s,보일러,ko_nouns,ko,1
2010s,빈털터리,ko_nouns,ko,4
2010s,카와이,ko_nouns,ko,1
2010s,트와이스,ko_nouns,ko,1
2010s,키드,ko_nouns,ko,1
2010s,사마가,ko_nouns,ko,1
2010s,히트,ko_nouns,ko,1
2010s,뮤비,ko_nouns,ko,1
2010s,모이,ko_nouns,ko,1
2010s,걔넨,ko_nouns,ko,1
2010s,테이,ko_nouns,ko,1
2010s,케이,ko_nouns,ko,1
2010s,더미,ko_nouns,ko,1
2010s,구입,ko_nouns,ko,1
2010s,부평,ko_nouns,ko,1
2010s,작업실,ko_nouns,ko,1
2010s,서초,ko_nouns,ko,1
2010s,위험,ko_nouns,ko,2
2010s,산본,ko_nouns,ko,1
2010s,썰매,ko_nouns,ko,1
2010s,스노우,ko_nouns,ko,1
2010s,캐슬,ko_nouns,ko,2
2010s,스카이,ko_nouns,ko,1
2010s,예서,ko_nouns,ko,1
2010s,뚜뚜,ko_nouns,ko,8
2010s,좋다,ko_adj,ko,676
2010s,두렵다,ko_adj,ko,104
2010s,한심하다,ko_adj,ko,10
2010s,뻔하다,ko_adj,ko,106
2010s,불안하다,ko_adj,ko,58
2010s,넘치다,ko_adj,ko,34
2010s,자유롭다,ko_adj,ko,27
2010s,싫다,ko_adj,ko,266
2010s,그만하다,ko_adj,ko,43
2010s,행복하다,ko_adj,ko,277
2010s,안되다,ko_adj,ko,57
2010s,귀엽다,ko_adj,ko,39
2010s,달콤하다,ko_adj,ko,134
2010s,아프다,ko_adj,ko,567
2010s,고통스럽다,ko_adj,ko,3
2010s,그립다,ko_adj,ko,283
2010s,미안하다,ko_adj,ko,156
2010s,허전하다,ko_adj,ko,16
2010s,노랗다,ko_adj,ko,58
2010s,필요하다,ko_adj,ko,95
2010s,원하다,ko_adj,ko,235
2010s,똑같다,ko_adj,ko,64
2010s,괜찮다,ko_adj,ko,245
2010s,새롭다,ko_adj,ko,78
2010s,높다,ko_adj,ko,38
2010s,수줍다,ko_adj,ko,18
2010s,뜨겁다,ko_adj,ko,162
2010s,기쁘다,ko_adj,ko,25
2010s,슬프다,ko_adj,ko,206
2010s,부다,ko_adj,ko,8
2010s,미워하다,ko_adj,ko,47
2010s,미치다,ko_adj,ko,437
2010s,멀쩡하다,ko_adj,ko,16
2010s,어질다,ko_adj,ko,9
2010s,아깝다,ko_adj,ko,24
2010s,치사하다,ko_adj,ko,1
2010s,어지럽다,ko_adj,ko,30
2010s,초라하다,ko_adj,ko,23
2010s,역겹다,ko_adj,ko,4
2010s,멋지다,ko_adj,ko,92
2010s,화려하다,ko_adj,ko,18
2010s,멋있다,ko_adj,ko,21
2010s,침착하다,ko_adj,ko,2
2010s,유연하다,ko_adj,ko,2
2010s,특별하다,ko_adj,ko,42
2010s,길다,ko_adj,ko,50
2010s,바쁘다,ko_adj,ko,97
2010s,아름답다,ko_adj,ko,238
2010s,시끄럽다,ko_adj,ko,9
2010s,까맣다,ko_adj,ko,37
2010s,확실하다,ko_adj,ko,24
2010s,당당하다,ko_adj,ko,24
2010s,솔직하다,ko_adj,ko,72
2010s,익숙하다,ko_adj,ko,48
2010s,지겹다,ko_adj,ko,35
2010s,붉다,ko_adj,ko,36
2010s,단정하다,ko_adj,ko,1
2010s,차분하다,ko_adj,ko,6
2010s,아슬하다,ko_adj,ko,8
2010s,나쁘다,ko_adj,ko,123
2010s,답답하다,ko_adj,ko,40
2010s,비참하다,ko_adj,ko,8
2010s,구차하다,ko_adj,ko,8
2010s,다르다,ko_adj,ko,42
2010s,그럴듯하다,ko_adj,ko,2
2010s,몰두하다,ko_adj,ko,1
2010s,변하다,ko_adj,ko,158
2010s,필요없다,ko_adj,ko,2
2010s,안타깝다,ko_adj,ko,10
2010s,흔하다,ko_adj,ko,55
2010s,차갑다,ko_adj,ko,126
2010s,예쁘다,ko_adj,ko,282
2010s,짧다,ko_adj,ko,44
2010s,이상하다,ko_adj,ko,58
2010s,순진하다,ko_adj,ko,16
2010s,눈부시다,ko_adj,ko,48
2010s,짜릿하다,ko_adj,ko,28
2010s,희다,ko_adj,ko,13
2010s,불타다,ko_adj,ko,8
2010s,재미없다,ko_adj,ko,13
2010s,수많다,ko_adj,ko,41
2010s,끔찍하다,ko_adj,ko,2
2010s,실망하다,ko_adj,ko,3
2010s,대단하다,ko_adj,ko,6
2010s,넓다,ko_adj,ko,20
2010s,어떡하다,ko_adj,ko,142
2010s,엉뚱하다,ko_adj,ko,3
2010s,강렬하다,ko_adj,ko,5
2010s,신비하다,ko_adj,ko,3
2010s,좋아하다,ko_adj,ko,210
2010s,굳다,ko_adj,ko,42
2010s,섣부르다,ko_adj,ko,2
2010s,황홀하다,ko_adj,ko,4
2010s,무관심하다,ko_adj,ko,2
2010s,시원하다,ko_adj,ko,33
2010s,무겁다,ko_adj,ko,15
2010s,애매하다,ko_adj,ko,20
2010s,값지다,ko_adj,ko,3
2010s,배부르다,ko_adj,ko,4
2010s,투명하다,ko_adj,ko,19
2010s,깔끔하다,ko_adj,ko,6
2010s,험하다,ko_adj,ko,4
2010s,튼튼하다,ko_adj,ko,1
2010s,피곤하다,ko_adj,ko,19
2010s,쓰라리다,ko_adj,ko,1
2010s,힘드다,ko_adj,ko,64
2010s,어느덧다,ko_adj,ko,5
2010s,어색하다,ko_adj,ko,42
2010s,분명하다,ko_adj,ko,20
2010s,하얗다,ko_adj,ko,49
2010s,어느새다,ko_adj,ko,61
2010s,싫어하다,ko_adj,ko,14
2010s,작다,ko_adj,ko,105
2010s,독하다,ko_adj,ko,22
2010s,착하다,ko_adj,ko,39
2010s,친절하다,ko_adj,ko,5
2010s,무뚝뚝하다,ko_adj,ko,3
2010s,속상하다,ko_adj,ko,7
2010s,영원하다,ko_adj,ko,138
2010s,마르다,ko_adj,ko,45
2010s,아무렇다,ko_adj,ko,65
2010s,태연하다,ko_adj,ko,10
2010s,잔인하다,ko_adj,ko,8
2010s,말르다,ko_adj,ko,14
2010s,따스하다,ko_adj,ko,15
2010s,간절하다,ko_adj,ko,11
2010s,멀다,ko_adj,ko,66
2010s,깊다,ko_adj,ko,89
2010s,정신차리다,ko_adj,ko,8
2010s,힘들다,ko_adj,ko,176
2010s,고맙다,ko_adj,ko,48
2010s,진하다,ko_adj,ko,15
2010s,더하다,ko_adj,ko,18
2010s,사소하다,ko_adj,ko,15
2010s,검다,ko_adj,ko,23
2010s,거지같다,ko_adj,ko,8
2010s,심심하다,ko_adj,ko,13
2010s,이쁘다,ko_adj,ko,57
2010s,부끄럽다,ko_adj,ko,18
2010s,당돌하다,ko_adj,ko,2
2010s,강하다,ko_adj,ko,18
2010s,빠르다,ko_adj,ko,38
2010s,실패하다,ko_adj,ko,1
2010s,세련되다,ko_adj,ko,4
2010s,섹시하다,ko_adj,ko,21
2010s,쓸데없다,ko_adj,ko,6
2010s,신나다,ko_adj,ko,18
2010s,아쉽다,ko_adj,ko,45
2010s,좁다,ko_adj,ko,10
2010s,스럽다,ko_adj,ko,26
2010s,아찔아찔하다,ko_adj,ko,1
2010s,빨갛다,ko_adj,ko,87
2010s,유치하다,ko_adj,ko,8
2010s,힘겹다,ko_adj,ko,18
2010s,색다르다,ko_adj,ko,5
2010s,장난스럽다,ko_adj,ko,3
2010s,상관없다,ko_adj,ko,17
2010s,당하다,ko_adj,ko,4
2010s,설치다,ko_adj,ko,3
2010s,멍청하다,ko_adj,ko,13
2010s,외롭다,ko_adj,ko,81
2010s,놀래다,ko_adj,ko,16
2010s,귀찮다,ko_adj,ko,23
2010s,잘생기다,ko_adj,ko,10
2010s,환하다,ko_adj,ko,20
2010s,무섭다,ko_adj,ko,38
2010s,도도하다,ko_adj,ko,12
2010s,마땅하다,ko_adj,ko,1
2010s,당연하다,ko_adj,ko,16
2010s,시들하다,ko_adj,ko,2
2010s,가깝다,ko_adj,ko,16
2010s,심하다,ko_adj,ko,8
2010s,어설프다,ko_adj,ko,10
2010s,쓰리다,ko_adj,ko,4
2010s,깊숙하다,ko_adj,ko,4
2010s,현란하다,ko_adj,ko,1
2010s,소중하다,ko_adj,ko,57
2010s,서툴다,ko_adj,ko,28
2010s,두껍다,ko_adj,ko,2
2010s,진실되다,ko_adj,ko,1
2010s,부족하다,ko_adj,ko,35
2010s,위험하다,ko_adj,ko,52
2010s,사납다,ko_adj,ko,1
2010s,싫어지다,ko_adj,ko,9
2010s,자리다,ko_adj,ko,20
2010s,단념하다,ko_adj,ko,1
2010s,가볍다,ko_adj,ko,31
2010s,애틋하다,ko_adj,ko,4
2010s,따뜻하다,ko_adj,ko,68
2010s,여전하다,ko_adj,ko,102
2010s,고프다,ko_adj,ko,44
2010s,갑갑하다,ko_adj,ko,5
2010s,막막하다,ko_adj,ko,5
2010s,괴롭다,ko_adj,ko,14
2010s,건조하다,ko_adj,ko,4
