연대,단어,품사,언어,빈도수
2010s,호흡,ko_nouns,ko,4
2010s,건반,ko_nouns,ko,1
2010s,덤덤,ko_nouns,ko,1
2010s,비상등,ko_nouns,ko,1
2010s,우두커니,ko_nouns,ko,1
2010s,통증,ko_nouns,ko,4
2010s,겨눠,ko_nouns,ko,2
2010s,움일,ko_nouns,ko,2
2010s,겨눈,ko_nouns,ko,7
2010s,러시안,ko_nouns,ko,12
2010s,룰렛,ko_nouns,ko,12
2010s,버튼,ko_nouns,ko,7
2010s,폰,ko_nouns,ko,8
2010s,부재,ko_nouns,ko,3
2010s,브랜드,ko_nouns,ko,1
2010s,평판,ko_nouns,ko,2
2010s,대세,ko_nouns,ko,1
2010s,인증,ko_nouns,ko,1
2010s,대기업,ko_nouns,ko,1
2010s,회장,ko_nouns,ko,1
2010s,식사,ko_nouns,ko,6
2010s,직장,ko_nouns,ko,1
2010s,열풍,ko_nouns,ko,1
2010s,쉐키들,ko_nouns,ko,1
2010s,열폭,ko_nouns,ko,1
2010s,연구,ko_nouns,ko,3
2010s,선구자,ko_nouns,ko,1
2010s,사칭,ko_nouns,ko,1
2010s,할렐루야,ko_nouns,ko,1
2010s,하나님,ko_nouns,ko,1
2010s,회개,ko_nouns,ko,1
2010s,팽이,ko_nouns,ko,2
2010s,촬영,ko_nouns,ko,1
2010s,테이프,ko_nouns,ko,1
2010s,유명인,ko_nouns,ko,1
2010s,엄말,ko_nouns,ko,1
2010s,올해,ko_nouns,ko,9
2010s,꼬시던,ko_nouns,ko,1
2010s,유명인사,ko_nouns,ko,1
2010s,해답,ko_nouns,ko,2
2010s,밑바닥,ko_nouns,ko,3
2010s,현주소,ko_nouns,ko,1
2010s,미랜,ko_nouns,ko,1
2010s,정반대,ko_nouns,ko,1
2010s,헛되,ko_nouns,ko,1
2010s,악한,ko_nouns,ko,1
2010s,지혜롭,ko_nouns,ko,1
2010s,사명,ko_nouns,ko,1
2010s,거머쥐,ko_nouns,ko,1
2010s,말씀,ko_nouns,ko,2
2010s,개꿈,ko_nouns,ko,1
2010s,책망,ko_nouns,ko,1
2010s,실현,ko_nouns,ko,1
2010s,허구,ko_nouns,ko,1
2010s,본전,ko_nouns,ko,2
2010s,원동력,ko_nouns,ko,1
2010s,의지,ko_nouns,ko,2
2010s,주신,ko_nouns,ko,2
2010s,창조주,ko_nouns,ko,1
2010s,샌님,ko_nouns,ko,2
2010s,빼기,ko_nouns,ko,1
2010s,건널목,ko_nouns,ko,1
2010s,반직선,ko_nouns,ko,2
2010s,점일,ko_nouns,ko,2
2010s,기리,ko_nouns,ko,2
2010s,위리,ko_nouns,ko,2
2010s,부러,ko_nouns,ko,1
2010s,쓸모,ko_nouns,ko,1
2010s,가차,ko_nouns,ko,5
2010s,한텐,ko_nouns,ko,1
2010s,진열,ko_nouns,ko,1
2010s,하나고,ko_nouns,ko,1
2010s,헌신,ko_nouns,ko,1
2010s,스릴,ko_nouns,ko,2
2010s,닉해,ko_nouns,ko,3
2010s,각인,ko_nouns,ko,3
2010s,안티노미,ko_nouns,ko,1
2010s,렴,ko_nouns,ko,1
2010s,윈도,ko_nouns,ko,1
2010s,알바생,ko_nouns,ko,2
2010s,가줄,ko_nouns,ko,1
2010s,덩어리,ko_nouns,ko,1
2010s,하디,ko_nouns,ko,9
2010s,울타리,ko_nouns,ko,1
2010s,메신졀,ko_nouns,ko,1
2010s,프사,ko_nouns,ko,1
2010s,브라더,ko_nouns,ko,2
2010s,리듬파워,ko_nouns,ko,2
2010s,개그,ko_nouns,ko,1
2010s,최자,ko_nouns,ko,1
2010s,설리,ko_nouns,ko,1
2010s,호랑나비,ko_nouns,ko,9
2010s,망아지,ko_nouns,ko,2
2010s,간만,ko_nouns,ko,1
2010s,직진,ko_nouns,ko,2
2010s,흥국,ko_nouns,ko,1
2010s,짬,ko_nouns,ko,1
2010s,노리,ko_nouns,ko,1
2010s,용현동,ko_nouns,ko,1
2010s,인천,ko_nouns,ko,1
2010s,말발,ko_nouns,ko,1
2010s,쇼미더머니,ko_nouns,ko,1
2010s,저번,ko_nouns,ko,1
2010s,구월동,ko_nouns,ko,1
2010s,심쿵심쿵,ko_nouns,ko,1
2010s,찡긋,ko_nouns,ko,2
2010s,아담,ko_nouns,ko,2
2010s,정체,ko_nouns,ko,3
2010s,랬,ko_nouns,ko,2
2010s,만신창이,ko_nouns,ko,1
2010s,진창,ko_nouns,ko,1
2010s,진군,ko_nouns,ko,1
2010s,공감,ko_nouns,ko,1
2010s,서영은,ko_nouns,ko,1
2010s,자초,ko_nouns,ko,1
2010s,조건,ko_nouns,ko,2
2010s,도무지,ko_nouns,ko,11
2010s,미숙,ko_nouns,ko,2
2010s,상한,ko_nouns,ko,1
2010s,빈정,ko_nouns,ko,1
2010s,손해,ko_nouns,ko,5
2010s,흥건,ko_nouns,ko,1
2010s,요리,ko_nouns,ko,1
2010s,재채기,ko_nouns,ko,5
2010s,꽃가루,ko_nouns,ko,3
2010s,나중,ko_nouns,ko,6
2010s,존,ko_nouns,ko,1
2010s,연습실,ko_nouns,ko,1
2010s,소수,ko_nouns,ko,1
2010s,마딜,ko_nouns,ko,1
2010s,남편,ko_nouns,ko,1
2010s,라이프,ko_nouns,ko,1
2010s,셀룰라이트,ko_nouns,ko,1
2010s,올로,ko_nouns,ko,1
2010s,뽈록해,ko_nouns,ko,1
2010s,쌈디,ko_nouns,ko,1
2010s,화초,ko_nouns,ko,2
2010s,무지갯빛,ko_nouns,ko,1
2010s,모네,ko_nouns,ko,1
2010s,양치,ko_nouns,ko,1
2010s,푸르른,ko_nouns,ko,3
2010s,연가,ko_nouns,ko,3
2010s,정둘,ko_nouns,ko,1
2010s,동산,ko_nouns,ko,1
2010s,감지,ko_nouns,ko,2
2010s,에에에에,ko_nouns,ko,6
2010s,이이이이이,ko_nouns,ko,6
2010s,저쩌,ko_nouns,ko,10
2010s,낯짝,ko_nouns,ko,1
2010s,외투,ko_nouns,ko,2
2010s,봄봄봄,ko_nouns,ko,1
2010s,재생,ko_nouns,ko,1
2010s,강해진,ko_nouns,ko,1
2010s,소란,ko_nouns,ko,1
2010s,나답,ko_nouns,ko,7
2010s,냉수,ko_nouns,ko,2
2010s,빠삭하,ko_nouns,ko,1
2010s,뺑,ko_nouns,ko,1
2010s,더위,ko_nouns,ko,1
2010s,햇볕,ko_nouns,ko,1
2010s,간의,ko_nouns,ko,1
2010s,티켓,ko_nouns,ko,2
2010s,조던,ko_nouns,ko,1
2010s,흠,ko_nouns,ko,1
2010s,문틈,ko_nouns,ko,2
2010s,스산,ko_nouns,ko,2
2010s,찌릿할,ko_nouns,ko,1
2010s,끝났스,ko_nouns,ko,1
2010s,한국말,ko_nouns,ko,1
2010s,박재상,ko_nouns,ko,1
2010s,달린다,ko_nouns,ko,1
2010s,동반,ko_nouns,ko,2
2010s,폭,ko_nouns,ko,2
2010s,상남자,ko_nouns,ko,1
2010s,뻑,ko_nouns,ko,1
2010s,압니,ko_nouns,ko,1
2010s,신사,ko_nouns,ko,3
2010s,약인,ko_nouns,ko,4
2010s,부어,ko_nouns,ko,3
2010s,청해,ko_nouns,ko,1
2010s,헤메,ko_nouns,ko,1
2010s,룸바,ko_nouns,ko,1
2010s,삼바,ko_nouns,ko,1
2010s,시전,ko_nouns,ko,1
2010s,치킨,ko_nouns,ko,1
2010s,비상,ko_nouns,ko,2
2010s,사태,ko_nouns,ko,2
2010s,뽀삐,ko_nouns,ko,1
2010s,뽀,ko_nouns,ko,1
2010s,띵동,ko_nouns,ko,1
2010s,심호흡,ko_nouns,ko,1
2010s,뻔쩍,ko_nouns,ko,1
2010s,광,ko_nouns,ko,1
2010s,밀착,ko_nouns,ko,1
2010s,비누,ko_nouns,ko,2
2010s,뭉실뭉실,ko_nouns,ko,1
2010s,삐뽀,ko_nouns,ko,1
2010s,뽀뽀,ko_nouns,ko,2
2010s,바탕,ko_nouns,ko,4
2010s,천둥,ko_nouns,ko,1
2010s,열두시,ko_nouns,ko,2
2010s,재즈,ko_nouns,ko,1
2010s,레이,ko_nouns,ko,3
2010s,찰스,ko_nouns,ko,1
2010s,적지,ko_nouns,ko,3
2010s,혈기,ko_nouns,ko,1
2010s,왕성,ko_nouns,ko,1
2010s,고요함,ko_nouns,ko,1
2010s,무기,ko_nouns,ko,3
2010s,콧노랠,ko_nouns,ko,1
2010s,하얀색,ko_nouns,ko,3
2010s,결,ko_nouns,ko,1
2010s,반올림,ko_nouns,ko,1
2010s,반딧불,ko_nouns,ko,6
2010s,글씨,ko_nouns,ko,6
2010s,고작,ko_nouns,ko,6
2010s,유난,ko_nouns,ko,4
2010s,바랬어,ko_nouns,ko,9
2010s,걘,ko_nouns,ko,4
2010s,뒤끝,ko_nouns,ko,4
2010s,도서관,ko_nouns,ko,1
2010s,난로,ko_nouns,ko,1
2010s,파서,ko_nouns,ko,6
2010s,팔레트,ko_nouns,ko,1
2010s,보라색,ko_nouns,ko,1
2010s,뭐더,ko_nouns,ko,1
2010s,단추,ko_nouns,ko,1
2010s,반듯이,ko_nouns,ko,1
2010s,빼곡,ko_nouns,ko,2
2010s,꾸중,ko_nouns,ko,1
2010s,철부지,ko_nouns,ko,2
2010s,지은아,ko_nouns,ko,1
2010s,맘때,ko_nouns,ko,1
2010s,덩,ko_nouns,ko,15
2010s,지문,ko_nouns,ko,1
2010s,또래,ko_nouns,ko,1
2010s,좀좀좀,ko_nouns,ko,1
2010s,출입문,ko_nouns,ko,1
2010s,서성,ko_nouns,ko,9
2010s,모레,ko_nouns,ko,4
2010s,댕,ko_nouns,ko,2
2010s,세리머니,ko_nouns,ko,2
2010s,호칭,ko_nouns,ko,2
2010s,허니,ko_nouns,ko,2
2010s,미모,ko_nouns,ko,2
2010s,설국열차,ko_nouns,ko,3
2010s,반대편,ko_nouns,ko,4
2010s,피나,ko_nouns,ko,3
2010s,되돌리기,ko_nouns,ko,3
2010s,홧김,ko_nouns,ko,1
2010s,해진,ko_nouns,ko,3
2010s,비비고,ko_nouns,ko,3
2010s,일어나고,ko_nouns,ko,4
2010s,상해,ko_nouns,ko,2
2010s,줌,ko_nouns,ko,3
2010s,나니,ko_nouns,ko,2
2010s,바짝,ko_nouns,ko,6
2010s,마르고,ko_nouns,ko,1
2010s,빠삐용,ko_nouns,ko,1
2010s,지긋지긋,ko_nouns,ko,1
2010s,희끗희끗,ko_nouns,ko,1
2010s,처리,ko_nouns,ko,1
2010s,장단,ko_nouns,ko,1
2010s,오락가락,ko_nouns,ko,2
2010s,알토,ko_nouns,ko,1
2010s,소프라노,ko_nouns,ko,1
2010s,취했으,ko_nouns,ko,1
2010s,사이즈,ko_nouns,ko,2
2010s,스트로베리,ko_nouns,ko,8
2010s,캔디,ko_nouns,ko,8
2010s,샵,ko_nouns,ko,8
2010s,야자나무,ko_nouns,ko,2
2010s,틴,ko_nouns,ko,2
2010s,제법,ko_nouns,ko,4
2010s,갯빛,ko_nouns,ko,2
2010s,주스,ko_nouns,ko,2
2010s,앤,ko_nouns,ko,2
2010s,믹스,ko_nouns,ko,2
2010s,칵테일,ko_nouns,ko,2
2010s,쨍,ko_nouns,ko,2
2010s,맹,ko_nouns,ko,2
2010s,생판,ko_nouns,ko,1
2010s,살살,ko_nouns,ko,3
2010s,핸들,ko_nouns,ko,1
2010s,객관,ko_nouns,ko,1
2010s,뽕,ko_nouns,ko,1
2010s,강의실,ko_nouns,ko,2
2010s,교수,ko_nouns,ko,2
2010s,일몰,ko_nouns,ko,2
2010s,시차,ko_nouns,ko,8
2010s,문밖,ko_nouns,ko,2
2010s,호선,ko_nouns,ko,2
2010s,보드,ko_nouns,ko,2
2010s,타네,ko_nouns,ko,2
2010s,대기실,ko_nouns,ko,2
2010s,녹화,ko_nouns,ko,2
2010s,해당,ko_nouns,ko,2
2010s,동방,ko_nouns,ko,2
2010s,소음,ko_nouns,ko,3
2010s,지하가,ko_nouns,ko,2
2010s,위태롭,ko_nouns,ko,2
2010s,눈짓,ko_nouns,ko,1
2010s,코치,ko_nouns,ko,1
2010s,분전,ko_nouns,ko,2
2010s,오렌지,ko_nouns,ko,3
2010s,빛깔,ko_nouns,ko,3
2010s,엎,ko_nouns,ko,2
2010s,카펫,ko_nouns,ko,2
2010s,바디,ko_nouns,ko,1
2010s,라인,ko_nouns,ko,3
2010s,백허그,ko_nouns,ko,1
2010s,무료,ko_nouns,ko,1
2010s,전세,ko_nouns,ko,1
2010s,공주,ko_nouns,ko,2
2010s,구매,ko_nouns,ko,1
2010s,할랬는데,ko_nouns,ko,1
2010s,서울시,ko_nouns,ko,1
2010s,영웅,ko_nouns,ko,5
2010s,단번,ko_nouns,ko,1
2010s,악당,ko_nouns,ko,1
2010s,오른손,ko_nouns,ko,1
2010s,무뎌,ko_nouns,ko,2
2010s,향길,ko_nouns,ko,4
2010s,암만,ko_nouns,ko,2
2010s,의상,ko_nouns,ko,3
2010s,씨쓰루,ko_nouns,ko,3
2010s,천만원,ko_nouns,ko,1
2010s,교포,ko_nouns,ko,1
2010s,김치,ko_nouns,ko,1
2010s,호랑이,ko_nouns,ko,1
2010s,장담,ko_nouns,ko,1
2010s,건대,ko_nouns,ko,1
2010s,기술,ko_nouns,ko,1
2010s,파격,ko_nouns,ko,1
2010s,양옆,ko_nouns,ko,2
2010s,시방,ko_nouns,ko,2
2010s,수박,ko_nouns,ko,2
2010s,씨,ko_nouns,ko,2
2010s,모욕,ko_nouns,ko,2
2010s,카더라,ko_nouns,ko,2
2010s,카,ko_nouns,ko,3
2010s,유후,ko_nouns,ko,3
2010s,만사,ko_nouns,ko,3
2010s,어절,ko_nouns,ko,3
2010s,옹헤,ko_nouns,ko,3
2010s,개미,ko_nouns,ko,1
2010s,베짱이,ko_nouns,ko,1
2010s,변칙,ko_nouns,ko,1
2010s,선비,ko_nouns,ko,2
2010s,안티,ko_nouns,ko,1
2010s,극단,ko_nouns,ko,1
2010s,오오오오오오오,ko_nouns,ko,4
2010s,빼빼,ko_nouns,ko,2
2010s,손때,ko_nouns,ko,2
2010s,컨택,ko_nouns,ko,2
2010s,머리칼,ko_nouns,ko,2
2010s,진득,ko_nouns,ko,2
2010s,들러붙어,ko_nouns,ko,1
2010s,성배,ko_nouns,ko,1
2010s,밀가루,ko_nouns,ko,4
2010s,차일,ko_nouns,ko,2
2010s,각국,ko_nouns,ko,1
2010s,민소매,ko_nouns,ko,1
2010s,컴플렉스,ko_nouns,ko,1
2010s,슬,ko_nouns,ko,1
2010s,렉스,ko_nouns,ko,1
2010s,로퍼,ko_nouns,ko,1
2010s,클래식,ko_nouns,ko,1
2010s,말꼬리,ko_nouns,ko,1
2010s,뚠뚠해,ko_nouns,ko,1
2010s,쌍꺼풀,ko_nouns,ko,1
2010s,무쌍,ko_nouns,ko,1
2010s,인디언,ko_nouns,ko,1
2010s,보조개,ko_nouns,ko,1
2010s,종잇조각,ko_nouns,ko,1
2010s,질끈,ko_nouns,ko,2
2010s,무딘,ko_nouns,ko,2
2010s,우러러,ko_nouns,ko,2
2010s,부끄러움,ko_nouns,ko,2
2010s,첩방,ko_nouns,ko,1
2010s,연필,ko_nouns,ko,1
2010s,건너편,ko_nouns,ko,2
2010s,헤던,ko_nouns,ko,4
2010s,비판,ko_nouns,ko,1
2010s,비아,ko_nouns,ko,1
2010s,한국인,ko_nouns,ko,1
2010s,설움,ko_nouns,ko,1
2010s,죄책감,ko_nouns,ko,1
2010s,철인,ko_nouns,ko,1
2010s,자화상,ko_nouns,ko,1
2010s,시가,ko_nouns,ko,4
2010s,만주,ko_nouns,ko,1
2010s,궤,ko_nouns,ko,1
2010s,시인,ko_nouns,ko,2
2010s,날짜,ko_nouns,ko,1
2010s,날갯짓,ko_nouns,ko,2
2010s,크리스탈,ko_nouns,ko,1
2010s,모자,ko_nouns,ko,2
2010s,프라다,ko_nouns,ko,2
2010s,샤넬,ko_nouns,ko,2
2010s,엘라,ko_nouns,ko,2
2010s,기스같,ko_nouns,ko,1
2010s,발해,ko_nouns,ko,1
2010s,수식어,ko_nouns,ko,3
2010s,열한,ko_nouns,ko,1
2010s,잠수,ko_nouns,ko,1
2010s,더니,ko_nouns,ko,1
2010s,육하원칙,ko_nouns,ko,1
2010s,반론,ko_nouns,ko,1
2010s,붙이,ko_nouns,ko,1
2010s,팩트,ko_nouns,ko,1
2010s,쇠,ko_nouns,ko,1
2010s,호구,ko_nouns,ko,1
2010s,청문회,ko_nouns,ko,1
2010s,프로필,ko_nouns,ko,1
2010s,유발,ko_nouns,ko,1
2010s,심증,ko_nouns,ko,1
2010s,추궁,ko_nouns,ko,1
2010s,패턴,ko_nouns,ko,2
2010s,식은땀,ko_nouns,ko,2
2010s,퀴즈,ko_nouns,ko,1
2010s,힌트,ko_nouns,ko,1
2010s,아지랑이,ko_nouns,ko,1
2010s,취,ko_nouns,ko,1
2010s,번뜩,ko_nouns,ko,1
2010s,악상,ko_nouns,ko,1
2010s,스케줄,ko_nouns,ko,1
2010s,양반,ko_nouns,ko,1
2010s,부스럼,ko_nouns,ko,1
2010s,조예,ko_nouns,ko,1
2010s,백지,ko_nouns,ko,3
2010s,유진,ko_nouns,ko,1
2010s,역주행,ko_nouns,ko,1
2010s,재단,ko_nouns,ko,1
2010s,디자인,ko_nouns,ko,1
2010s,구색,ko_nouns,ko,2
2010s,설득,ko_nouns,ko,1
2010s,즐거움,ko_nouns,ko,1
2010s,저축,ko_nouns,ko,1
2010s,금물,ko_nouns,ko,1
2010s,내용,ko_nouns,ko,1
2010s,귀걸이,ko_nouns,ko,1
2010s,목걸이,ko_nouns,ko,2
2010s,리기,ko_nouns,ko,2
2010s,지드래곤,ko_nouns,ko,1
2010s,날수,ko_nouns,ko,1
2010s,응원,ko_nouns,ko,2
2010s,나이테,ko_nouns,ko,3
2010s,뒷걸음,ko_nouns,ko,2
2010s,노랫소리,ko_nouns,ko,2
2010s,냉기,ko_nouns,ko,2
2010s,비비,ko_nouns,ko,1
2010s,빼꼼,ko_nouns,ko,1
2010s,삼삼오오,ko_nouns,ko,1
2010s,산책,ko_nouns,ko,1
2010s,오시,ko_nouns,ko,2
2010s,약수,ko_nouns,ko,1
2010s,딸,ko_nouns,ko,1
2010s,딸각,ko_nouns,ko,1
2010s,엉금엉금,ko_nouns,ko,1
2010s,게으름,ko_nouns,ko,1
2010s,응석,ko_nouns,ko,2
2010s,고추잠자리,ko_nouns,ko,1
2010s,돌기,ko_nouns,ko,1
2010s,토닥토닥,ko_nouns,ko,1
2010s,동기,ko_nouns,ko,2
2010s,종시,ko_nouns,ko,1
2010s,조카,ko_nouns,ko,1
2010s,울음소리,ko_nouns,ko,1
2010s,데이트,ko_nouns,ko,3
2010s,샤르르르르,ko_nouns,ko,2
2010s,쇠똥구리,ko_nouns,ko,1
2010s,결판,ko_nouns,ko,1
2010s,평,ko_nouns,ko,1
2010s,아파트,ko_nouns,ko,1
2010s,원룸,ko_nouns,ko,1
2010s,미용실,ko_nouns,ko,1
2010s,오르막,ko_nouns,ko,1
2010s,자게,ko_nouns,ko,4
2010s,야자,ko_nouns,ko,1
2010s,만분,ko_nouns,ko,1
2010s,대학,ko_nouns,ko,1
2010s,분배,ko_nouns,ko,1
2010s,그룹,ko_nouns,ko,1
2010s,삼분,ko_nouns,ko,1
2010s,잠재력,ko_nouns,ko,1
2010s,마련,ko_nouns,ko,1
2010s,밥그릇,ko_nouns,ko,1
2010s,반찬,ko_nouns,ko,1
2010s,라이노,ko_nouns,ko,2
2010s,설거지,ko_nouns,ko,1
2010s,교차,ko_nouns,ko,1
2010s,개쩌,ko_nouns,ko,1
2010s,집단,ko_nouns,ko,1
2010s,사이다,ko_nouns,ko,1
2010s,쩌렁거리,ko_nouns,ko,1
2010s,검색,ko_nouns,ko,1
2010s,기믹,ko_nouns,ko,1
2010s,선망,ko_nouns,ko,1
2010s,반성,ko_nouns,ko,2
2010s,코뿔소,ko_nouns,ko,1
2010s,승리,ko_nouns,ko,1
2010s,커플룩,ko_nouns,ko,1
2010s,더블,ko_nouns,ko,1
2010s,다듀,ko_nouns,ko,2
2010s,싸인,ko_nouns,ko,1
2010s,피렌체,ko_nouns,ko,1
2010s,피자,ko_nouns,ko,2
2010s,치즈,ko_nouns,ko,1
2010s,만찬,ko_nouns,ko,2
2010s,뱅,ko_nouns,ko,1
2010s,크루즈,ko_nouns,ko,1
2010s,배편,ko_nouns,ko,1
2010s,전설,ko_nouns,ko,1
2010s,그리스,ko_nouns,ko,1
2010s,신화,ko_nouns,ko,1
2010s,속편,ko_nouns,ko,1
2010s,썩,ko_nouns,ko,4
2010s,아들내미,ko_nouns,ko,1
2010s,새집,ko_nouns,ko,1
2010s,샹들리,ko_nouns,ko,1
2010s,샾,ko_nouns,ko,1
2010s,예약,ko_nouns,ko,1
2010s,상어지느러미,ko_nouns,ko,1
2010s,도리어,ko_nouns,ko,1
2010s,전세계,ko_nouns,ko,1
2010s,순회,ko_nouns,ko,1
2010s,뿜빠,ko_nouns,ko,8
2010s,빠이뿜빠이뿜빠,ko_nouns,ko,8
2010s,형아,ko_nouns,ko,1
2010s,성장기,ko_nouns,ko,1
2010s,추구,ko_nouns,ko,1
2010s,기약분수,ko_nouns,ko,1
2010s,행,ko_nouns,ko,2
2010s,예절,ko_nouns,ko,1
2010s,반란,ko_nouns,ko,1
2010s,영화관,ko_nouns,ko,2
2010s,한평생,ko_nouns,ko,1
2010s,무수,ko_nouns,ko,1
2010s,무너뜨렸,ko_nouns,ko,1
2010s,가족사,ko_nouns,ko,1
2010s,지붕,ko_nouns,ko,2
2010s,샤워실,ko_nouns,ko,1
2010s,가랑비,ko_nouns,ko,1
2010s,첫날,ko_nouns,ko,1
2010s,필연,ko_nouns,ko,3
2010s,악연,ko_nouns,ko,1
2010s,거슬러,ko_nouns,ko,1
2010s,바랬을까,ko_nouns,ko,1
2010s,무뎌졌던,ko_nouns,ko,1
2010s,주병,ko_nouns,ko,1
2010s,마흔,ko_nouns,ko,1
2010s,기침,ko_nouns,ko,1
2010s,우울,ko_nouns,ko,6
2010s,불운,ko_nouns,ko,1
2010s,나태,ko_nouns,ko,1
2010s,그물,ko_nouns,ko,1
2010s,유령,ko_nouns,ko,1
2010s,후렴,ko_nouns,ko,1
2010s,평점,ko_nouns,ko,1
2010s,채점,ko_nouns,ko,1
2010s,문턱,ko_nouns,ko,1
2010s,가명,ko_nouns,ko,1
2010s,갈피,ko_nouns,ko,3
2010s,난생,ko_nouns,ko,1
2010s,퉁,ko_nouns,ko,3
2010s,지목,ko_nouns,ko,1
2010s,때찌때찌,ko_nouns,ko,2
2010s,털끝,ko_nouns,ko,2
2010s,간지럼,ko_nouns,ko,1
2010s,관둘,ko_nouns,ko,2
2010s,뒤도,ko_nouns,ko,1
2010s,퍼다,ko_nouns,ko,1
2010s,개털,ko_nouns,ko,2
2010s,뭐랬어,ko_nouns,ko,1
2010s,무리,ko_nouns,ko,4
2010s,등장인물,ko_nouns,ko,1
2010s,줄거리,ko_nouns,ko,1
2010s,엊그제,ko_nouns,ko,2
2010s,노초,ko_nouns,ko,2
2010s,황홀경,ko_nouns,ko,2
2010s,깨나,ko_nouns,ko,1
2010s,유머,ko_nouns,ko,1
2010s,다이너마이트,ko_nouns,ko,1
2010s,폭풍전야,ko_nouns,ko,1
2010s,연애혁명,ko_nouns,ko,1
2010s,혈관,ko_nouns,ko,2
2010s,수학,ko_nouns,ko,3
2010s,율법,ko_nouns,ko,2
2010s,섭리,ko_nouns,ko,2
2010s,출처,ko_nouns,ko,2
2010s,숙명,ko_nouns,ko,2
2010s,세기,ko_nouns,ko,4
2010s,태초,ko_nouns,ko,2
2010s,에필로그,ko_nouns,ko,1
2010s,파일럿,ko_nouns,ko,1
2010s,발밑,ko_nouns,ko,1
2010s,시즌,ko_nouns,ko,1
2010s,년생,ko_nouns,ko,1
2010s,민증,ko_nouns,ko,1
2010s,홍원,ko_nouns,ko,1
2010s,삼다수,ko_nouns,ko,1
2010s,각도,ko_nouns,ko,3
2010s,배움,ko_nouns,ko,1
2010s,재능,ko_nouns,ko,1
2010s,꼰대래,ko_nouns,ko,1
2010s,메롱,ko_nouns,ko,1
2010s,은행가,ko_nouns,ko,1
2010s,매장,ko_nouns,ko,2
2010s,가격표,ko_nouns,ko,1
2010s,플레이,ko_nouns,ko,1
2010s,리스트,ko_nouns,ko,1
2010s,열등감,ko_nouns,ko,1
2010s,성과,ko_nouns,ko,1
2010s,펌핑,ko_nouns,ko,1
2010s,댄싱,ko_nouns,ko,1
2010s,역기,ko_nouns,ko,1
2010s,청기,ko_nouns,ko,1
2010s,백기,ko_nouns,ko,1
2010s,버르장,ko_nouns,ko,1
2010s,더블클릭,ko_nouns,ko,1
2010s,핵,ko_nouns,ko,1
2010s,갬블,ko_nouns,ko,1
2010s,얘끼,ko_nouns,ko,1
2010s,돼지,ko_nouns,ko,1
2010s,대변,ko_nouns,ko,1
2010s,뻥친,ko_nouns,ko,1
2010s,저작권,ko_nouns,ko,1
2010s,눈친,ko_nouns,ko,1
2010s,왜봐,ko_nouns,ko,3
2010s,외박,ko_nouns,ko,1
2010s,행주,ko_nouns,ko,2
2010s,인맥,ko_nouns,ko,1
2010s,쥬만지,ko_nouns,ko,1
2010s,동물,ko_nouns,ko,2
2010s,룻,ko_nouns,ko,1
2010s,범,ko_nouns,ko,1
2010s,유,ko_nouns,ko,3
2010s,쥬얼,ko_nouns,ko,1
2010s,스펙,ko_nouns,ko,1
2010s,트,ko_nouns,ko,1
2010s,정점,ko_nouns,ko,1
2010s,새침데기,ko_nouns,ko,1
2010s,바람결,ko_nouns,ko,1
2010s,땋아,ko_nouns,ko,1
2010s,나침반,ko_nouns,ko,1
2010s,돌멩이,ko_nouns,ko,1
2010s,일만이,ko_nouns,ko,3
2010s,염치,ko_nouns,ko,1
2010s,멜로드라마,ko_nouns,ko,3
2010s,덧나,ko_nouns,ko,1
2010s,사이사이,ko_nouns,ko,1
2010s,음식점,ko_nouns,ko,1
2010s,월급,ko_nouns,ko,1
2010s,휴식,ko_nouns,ko,2
2010s,데뷰,ko_nouns,ko,2
2010s,대루,ko_nouns,ko,2
2010s,탁,ko_nouns,ko,1
2010s,콱,ko_nouns,ko,1
2010s,눈눈눈눈눈눈,ko_nouns,ko,3
2010s,터터,ko_nouns,ko,9
2010s,럽럽럽럽럽,ko_nouns,ko,3
2010s,뿜뿜,ko_nouns,ko,17
2010s,이치고,ko_nouns,ko,1
2010s,뿜어뿜어뿜어뿜어,ko_nouns,ko,1
2010s,뿜,ko_nouns,ko,3
2010s,뿜뿜뿜뿜,ko_nouns,ko,3
2010s,물고기,ko_nouns,ko,1
2010s,동서남북,ko_nouns,ko,1
2010s,버킷리스트,ko_nouns,ko,1
2010s,완결,ko_nouns,ko,2
2010s,공항,ko_nouns,ko,1
2010s,노트북,ko_nouns,ko,1
2010s,여느,ko_nouns,ko,1
2010s,야야,ko_nouns,ko,16
2010s,가위,ko_nouns,ko,3
2010s,호의,ko_nouns,ko,3
2010s,인내심,ko_nouns,ko,1
2010s,헛소릴,ko_nouns,ko,1
2010s,불지,ko_nouns,ko,1
2010s,수작,ko_nouns,ko,1
2010s,친,ko_nouns,ko,2
2010s,겹더,ko_nouns,ko,1
2010s,올핸,ko_nouns,ko,1
2010s,새벽녘,ko_nouns,ko,1
2010s,약점,ko_nouns,ko,3
2010s,축제,ko_nouns,ko,6
2010s,모래알,ko_nouns,ko,3
2010s,별난,ko_nouns,ko,1
2010s,은인,ko_nouns,ko,1
2010s,꽃밭,ko_nouns,ko,1
2010s,빠담빠담,ko_nouns,ko,1
2010s,사계,ko_nouns,ko,1
2010s,중인,ko_nouns,ko,9
2010s,열애,ko_nouns,ko,14
2010s,수화기,ko_nouns,ko,1
2010s,간단,ko_nouns,ko,1
